job_id,refnr,title,employer,location,region,occupation_code,occupation_label,published_date,source
14087-32HVY5BE2LQXJQ1R-S_43494,14087-32HVY5BE2LQXJQ1R-S,Kommissionierer (m/w/d),PERSO PLANKONTOR Nord GmbH,Löningen,Niedersachsen,43494,Other IT Roles,2026-03-17,bundesagentur
14087-U5VQA3KE860CTCN0-S_43494,14087-U5VQA3KE860CTCN0-S,Staplerfahrer (m/w/d) ,PERSO PLANKONTOR Nord GmbH,Wildeshausen,Niedersachsen,43494,Other IT Roles,2026-03-17,bundesagentur
13928-NBPRY3MGCZQ069X3-S_43494,13928-NBPRY3MGCZQ069X3-S,Arbeitsvorbereiter/in (m/w/d),Personallösungen FBI GmbH gew. Arbeitnehmerüberlassung,Hamburg,Hamburg,43494,Other IT Roles,2026-03-17,bundesagentur
14087-7E13VQ9NR60CWRLP-S_43494,14087-7E13VQ9NR60CWRLP-S,Altenpfleger (m/w/d) in Teilzeit,PERSO PLANKONTOR Nord GmbH,Bersenbrück,Niedersachsen,43494,Other IT Roles,2026-03-17,bundesagentur
12952-2026_1501124-S_43494,12952-2026_1501124-S,"Päd. Fachkraft (m/w/d) - Kitas St. Gallus/Arche Noah, Ludwigshafen, TZ, 21,25h, befristet",Bistum Speyer - Regionalverwaltung Ludwigshafen,Ludwigshafen am Rhein,Rheinland-Pfalz,43494,Other IT Roles,2026-03-17,bundesagentur
14795-65725_116884-S_43494,14795-65725_116884-S,Gruppenleitung im Außendienst im Fachbereich Vermessung (m/w/d),BA Pankow von Berlin,Berlin,Berlin,43494,Other IT Roles,2026-03-17,bundesagentur
15330-j144S3722-9353-S_43494,15330-j144S3722-9353-S,Lkw-Fahrer/in (m/w/d) im Fernverkehr,KTV Speditionsgesellschaft mbH,Hemslingen,Niedersachsen,43494,Other IT Roles,2026-03-17,bundesagentur
10000-1205872498-S_43494,10000-1205872498-S,Produktionsmitarbeiter (m/w/d),bindan GmbH & Co. KG,Mönchengladbach,Nordrhein-Westfalen,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002781129-S_43494,10001-1002781129-S,Produktionshelfer (m/w/d),co Management Kempten,Altusried,Bayern,43494,Other IT Roles,2026-03-17,bundesagentur
10000-1205871234-S_43494,10000-1205871234-S,Urlaubsretter (m/w/d) bei Mietrad Cuxhaven,Mietrad Cuxhaven GmbH,Cuxhaven,Niedersachsen,43494,Other IT Roles,2026-03-17,bundesagentur
16986-JOB-115336-S_43494,16986-JOB-115336-S,Sozialpädagogische Fachkraft (w/m/d) in der schulischen Sozialarbeit,Regionales Landesamt f. Schule u. Bildung OS Osnabrück Land Niedersachsen,Stadland,Niedersachsen,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002780070-S_43494,10001-1002780070-S,Mitarbeiter Abfertigung (m/w/d),Hermes Germany GmbH,"Graben, Lechfeld",Bayern,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002781127-S_43494,10001-1002781127-S,Auszubildende zum Kaufmann / zur Kauffrau im Einzelhandel,Bittl Schuhe + Sport GmbH,München,Bayern,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002781126-S_43494,10001-1002781126-S,Sachbearbeiter (m/w/d) Einkauf Ohne dich steht der Betrieb still,Expert Select GmbH,Bad Kreuznach,Rheinland-Pfalz,43494,Other IT Roles,2026-03-17,bundesagentur
10000-1205872645-S_43494,10000-1205872645-S,Kauffrau/-mann Büromanagement w/m/d -öffentlicher Dienst,Stadt Lindau (B),Lindau (Bodensee),Bayern,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002779055-S_43494,10001-1002779055-S,Werkstudenten (m/w/d) in der Finanzbuchhaltung,Springfix Befestigungstechnik GmbH,"Salach, Württemberg",Baden-Württemberg,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002774760-S_43494,10001-1002774760-S,Sachbearbeiter Vertriebsinnendienst (w/m/d),Nur Die Germany GmbH,Rheine,Nordrhein-Westfalen,43494,Other IT Roles,2026-03-17,bundesagentur
19983-0063575689-S_43494,19983-0063575689-S,Kraftfahrer (m/w/x) Abrollkipper/ Absetzkipper,Knettenbrech + Gurdulic Service GmbH & Co. KG,Stadtallendorf,Hessen,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002774859-S_43494,10001-1002774859-S,Sachbearbeiter/in Vertragswesen  (m/w/d),Landeshauptstadt Magdeburg Eigenbetrieb Kommunales Gebäudemanagement,Magdeburg,Sachsen-Anhalt,43494,Other IT Roles,2026-03-17,bundesagentur
10000-1205868129-S_43494,10000-1205868129-S,Handwerklich geschickt?,Werner Landwehr Inh Thomas Oberthuer Flachglas Ch Glas und Spiegel,Belm,Niedersachsen,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002781123-S_43494,10001-1002781123-S,Bankkaufmann/frau Start 01.09.2027,Stadtsparkasse Augsburg Hauptstelle,"Augsburg, Bayern",Bayern,43494,Other IT Roles,2026-03-17,bundesagentur
12265-485899_JB5097493-S_43494,12265-485899_JB5097493-S,KFZ-Mechatroniker (m/w/d),FERCHAU GmbH Niederlassung Stuttgart Automotive,Stuttgart,Baden-Württemberg,43494,Other IT Roles,2026-03-17,bundesagentur
12265-498325_JB5096670-S_43494,12265-498325_JB5096670-S,Hardwareentwickler (m/w/d) in Direktvermittlung,FERCHAU GmbH Niederlassung Hamburg-City,Vechta,Niedersachsen,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002707352-S_43494,10001-1002707352-S,Wir suchen Dich zur Verstärkung unseres Teams!,elektro Lehmann Inh. Andreas Lehmann,Schönberg (Holstein),Schleswig-Holstein,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002781122-S_43494,10001-1002781122-S,Heilerziehungspfleger / Pflegefachkraft / Erzieher (m/w/d) im Nachtdienst,wertkreis Gütersloh gGmbH,Halle (Westfalen),Nordrhein-Westfalen,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002781121-S_43494,10001-1002781121-S,Sachbearbeiter/in (m/w/d) für das Rechnungsprüfungsamt,Stadt Neuburg a.d.Donau SG Personalwesen,Neuburg an der Donau,Bayern,43494,Other IT Roles,2026-03-17,bundesagentur
15963-1837499-S_43494,15963-1837499-S,Bürosachbearbeiter*/Schreibkraft,"Landeskriminalamt Thüringen Leitung, Führung, Koordination Land Thüringen",Erfurt,Thüringen,43494,Other IT Roles,2026-03-17,bundesagentur
14087-2QFPGTA8KHBDM1ZI-S_43494,14087-2QFPGTA8KHBDM1ZI-S,Schweißer (m/w/d),PERSO PLANKONTOR Nord GmbH,Bersenbrück,Niedersachsen,43494,Other IT Roles,2026-03-17,bundesagentur
15825-1405491717513204-S_43494,15825-1405491717513204-S,Pädagogische Fachkraft (m/w/d) für Inobhutnahme,IB Südwest gGmbH Geschäftsstelle Darmstadt,Bad Hersfeld,Hessen,43494,Other IT Roles,2026-03-17,bundesagentur
12054-TV91E2MKEUT51ZE5-S_43494,12054-TV91E2MKEUT51ZE5-S,Schlosser/Mechaniker (m/w/d),temPERSO Rummel & Glass GmbH,"Heilbronn, Neckar",Baden-Württemberg,43494,Other IT Roles,2026-03-17,bundesagentur
12265-498493_JB5098063-S_43494,12265-498493_JB5098063-S,Ingenieur / Techniker Prüfingenieur Elektrotechnik (m/w/d),FERCHAU GmbH Niederlassung Leipzig,Leipzig,Sachsen,43494,Other IT Roles,2026-03-17,bundesagentur
12265-498481_JB5098060-S_43494,12265-498481_JB5098060-S,Bauleiter / Baustellenleiter (m/w/d),FERCHAU GmbH Niederlassung Leipzig,Halle (Saale),Sachsen-Anhalt,43494,Other IT Roles,2026-03-17,bundesagentur
12265-498451_JB5098054-S_43494,12265-498451_JB5098054-S,Mitarbeiter Qualitätssicherung (m/w/d),FERCHAU GmbH Niederlassung Erfurt,"Waltershausen, Thüringen",Thüringen,43494,Other IT Roles,2026-03-17,bundesagentur
12265-498448_JB5098053-S_43494,12265-498448_JB5098053-S,Industriemechaniker (m/w/d),FERCHAU GmbH Niederlassung Erfurt,"Leutenberg, Thüringen",Thüringen,43494,Other IT Roles,2026-03-17,bundesagentur
12265-498445_JB5098052-S_43494,12265-498445_JB5098052-S,IT Projektmanager (m/w/d) Sonar Systeme,FERCHAU GmbH Niederlassung Bremen City,Bremen,Bremen,43494,Other IT Roles,2026-03-17,bundesagentur
12265-498439_JB5098050-S_43494,12265-498439_JB5098050-S,Business Analyst Energiewirtschaft (m/w/d),FERCHAU Contract GmbH Zentrale,München,Bayern,43494,Other IT Roles,2026-03-17,bundesagentur
12265-498430_JB5098048-S_43494,12265-498430_JB5098048-S,Berechnungsingenieur Bauwesen / Rohrleitungen (m/w/d),FERCHAU GmbH Niederlassung Schweinfurt,Würzburg,Bayern,43494,Other IT Roles,2026-03-17,bundesagentur
12265-498400_JB5098043-S_43494,12265-498400_JB5098043-S,Betriebstechniker (m/w/d),FERCHAU GmbH Niederlassung Leipzig,Schkeuditz,Sachsen,43494,Other IT Roles,2026-03-17,bundesagentur
12265-498391_JB5098040-S_43494,12265-498391_JB5098040-S,Qualitätsmanager Molkerei (m/w/d),FERCHAU GmbH Niederlassung Rosenheim,Freilassing,Bayern,43494,Other IT Roles,2026-03-17,bundesagentur
12265-498388_JB5098039-S_43494,12265-498388_JB5098039-S,CNC-Dreher (m/w/d),FERCHAU GmbH Niederlassung Rosenheim,"Siegsdorf, Oberbayern",Bayern,43494,Other IT Roles,2026-03-17,bundesagentur
12265-498379_JB5097670-S_43494,12265-498379_JB5097670-S,Projektingenieur Konstruktion (m/w/d),FERCHAU GmbH Niederlassung Hamburg-City,Hamburg,Hamburg,43494,Other IT Roles,2026-03-17,bundesagentur
12265-498376_JB5097669-S_43494,12265-498376_JB5097669-S,Projektplaner Marineschiffbau (m/w/d),FERCHAU GmbH Niederlassung Hamburg-City,Hamburg,Hamburg,43494,Other IT Roles,2026-03-17,bundesagentur
16481-1837511-S_43494,16481-1837511-S,Koordinator (m/w/d)  für Kinder- und Jugendbeteiligung,Jugendhilfeverein Fähre e.V.,Suhl,Thüringen,43494,Other IT Roles,2026-03-17,bundesagentur
12265-498373_JB5097668-S_43494,12265-498373_JB5097668-S,Projektingenieur Automation (m/w/d),FERCHAU GmbH Niederlassung Hamburg-City,Hamburg,Hamburg,43494,Other IT Roles,2026-03-17,bundesagentur
16481-1837492-S_43494,16481-1837492-S,Pädagogische Fachkraft,Geraer Heimbetriebsgesellschaft mbH,Gera,Thüringen,43494,Other IT Roles,2026-03-17,bundesagentur
15785-00004002479001-S_43494,15785-00004002479001-S,Verkäufer (m/w/d) Dessousabteilung in Voll- oder Teilzeit,Dodenhof Posthausen KG,Ottersberg bei Bremen,Niedersachsen,43494,Other IT Roles,2026-03-17,bundesagentur
16481-1837487-S_43494,16481-1837487-S,Pädagogische Fachkraft / Erzieher (m/w/d),Trägerwerk Soziale Dienste in Thüringen gGmbH,Erfurt,Thüringen,43494,Other IT Roles,2026-03-17,bundesagentur
15785-00004002476001-S_43494,15785-00004002476001-S,Verkäufer (m/w/d) Obst & Gemüse in Voll- oder Teilzeit,Dodenhof Posthausen KG,Ottersberg bei Bremen,Niedersachsen,43494,Other IT Roles,2026-03-17,bundesagentur
15785-00004002472001-S_43494,15785-00004002472001-S,Mitarbeiter (m/w/d) Backshop GenießerWelt in Voll- oder Teilzeit,Dodenhof Posthausen KG,Ottersberg bei Bremen,Niedersachsen,43494,Other IT Roles,2026-03-17,bundesagentur
16481-1837470-S_43494,16481-1837470-S,TECHNISCHE ASSISTENZ / LABORANT (M/W/D),SmartDyeLivery GmbH,Jena,Thüringen,43494,Other IT Roles,2026-03-17,bundesagentur
15785-0000400246e001-S_43494,15785-0000400246e001-S,Verkäufer (m/w/d) Kinderabteilung in Voll- oder Teilzeit,Dodenhof Posthausen KG,"Kaltenkirchen, Holstein",Schleswig-Holstein,43494,Other IT Roles,2026-03-17,bundesagentur
17724-03W7QM3Y9HAI47DF-S_43494,17724-03W7QM3Y9HAI47DF-S,"Zerspanungsmechaniker (m/w/d) ab 20,00€ in Bremen",hanfried Personaldienstleistungen GmbH,Bremen,Bremen,43494,Other IT Roles,2026-03-17,bundesagentur
16481-1837466-S_43494,16481-1837466-S,Physiotherapeut (m/w/d) für unsere Praxis in Artern,Trägerwerk Soziale Dienste wohnen plus... gGmbH,Artern/Unstrut,Thüringen,43494,Other IT Roles,2026-03-17,bundesagentur
10000-1205872584-S_43494,10000-1205872584-S,Ausbildung 2026 Elektroniker Automatisierungstechnik Gendorf,Westlake Vinnolit GmbH & Co. KG Werk Gendorf,Burgkirchen an der Alz,Bayern,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002777811-S_43494,10001-1002777811-S,MAG-Schweißer für Stahlbau,Pe-S Personal-Service GmbH,Gummersbach,Nordrhein-Westfalen,43494,Other IT Roles,2026-03-17,bundesagentur
18838-k62638.1004-S_43494,18838-k62638.1004-S,Site Document Controller/in (m/w/d),Top Job Personal GmbH,,Berlin,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002780575-S_43494,10001-1002780575-S,Gabelstaplerfahrer/-in,Heins & Hagedorn Personaldienstleistungen GmbH,Hamburg,Hamburg,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002781114-S_43494,10001-1002781114-S,Schweißer MAG/WIG (m/w/d) Wenn die Funken fliegen und die Naht sitzt,Expert Select GmbH,Stuttgart,Baden-Württemberg,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002779010-S_43494,10001-1002779010-S,Ausbildung: Fachkraft für Lagerlogistik (m/w/d),Hommel Pharma GmbH & Co.KG,Dülmen,Nordrhein-Westfalen,43494,Other IT Roles,2026-03-17,bundesagentur
11868-13696497-S_43494,11868-13696497-S,Analyst Materialfluss und Prozessoptimierung für Siemens (m/w/d),I.K. Hofmann GmbH,"Forchheim, Oberfranken",Bayern,43494,Other IT Roles,2026-03-17,bundesagentur
10000-1205872643-S_43494,10000-1205872643-S,Kaufmännische Kraft (m/w/d) in Teilzeit Nachmittags,Pelzl eGbR,Kirchheim in Schwaben,Bayern,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002781111-S_43494,10001-1002781111-S,Mitarbeiter*in (m/w/d) im technischen Einkauf,Elektron-Spelle GmbH & Co. KG,Spelle,Niedersachsen,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002780821-S_43494,10001-1002780821-S,"Erzieher (m,w,d) Kita Schatzinsel",DRK Kreisverband Dresden e.V.,Dresden,Sachsen,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002781110-S_43494,10001-1002781110-S,Sachbearbeiter m/w/d im Bankenbereich [Kziff. RM9057],L&W CONSOLIDATION GmbH,Neuss,Nordrhein-Westfalen,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002781109-S_43494,10001-1002781109-S,Zur Verstärkung unserer Teams suchen wir einen Berufskraftfahrer für den Fernverkehr,Spedition Schmitt GmbH,"Seligenstadt, Hessen",Hessen,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002781108-S_43494,10001-1002781108-S,Elektroniker für Energie- und Gebäudetechnik (m/w/d) in Wuppertal,MSS Security GmbH,Remscheid,Nordrhein-Westfalen,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002781107-S_43494,10001-1002781107-S,Ausbildungsstart 2026 Bürokaufmann/frau,Hansen Automobil GmbH,Bleialf,Rheinland-Pfalz,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002781106-S_43494,10001-1002781106-S,Assistenz der Geschäftsleitung (m/w/d),Mevlüt Can,Wörth am Rhein,Rheinland-Pfalz,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002781105-S_43494,10001-1002781105-S,Filialleiter | Verkäufer mit Führungserfahrung m|w|d – Quereinsteiger willkommen,m.c.s Personalberatung GmbH,München,Bayern,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002781104-S_43494,10001-1002781104-S,Reinigungskraft (m/w/d) *Minijob* für 42349 Wuppertal,Gebäudeservice Dietrich West KG,Wuppertal,Nordrhein-Westfalen,43494,Other IT Roles,2026-03-17,bundesagentur
14628-00007b0f9d6001-S_43494,14628-00007b0f9d6001-S,Sachbearbeiter Facility Management (m/w/d),Porta Service & Beratungs GmbH & Co.KG,Porta Westfalica,Nordrhein-Westfalen,43494,Other IT Roles,2026-03-17,bundesagentur
14087-FG9VXG00HC2BJQ7G-S_43494,14087-FG9VXG00HC2BJQ7G-S,Bauzeichner (m/w/d) ,Perso Plankontor Nord GmbH,Löningen,Niedersachsen,43494,Other IT Roles,2026-03-17,bundesagentur
14087-NR212088MB62I4UN-S_43494,14087-NR212088MB62I4UN-S,Maschinen- und Anlageführer (m/w/d),PERSO PLANKONTOR Nord GmbH,"Damme, Dümmer",Niedersachsen,43494,Other IT Roles,2026-03-17,bundesagentur
14087-HT4KW57AAHJZZKYM-S_43494,14087-HT4KW57AAHJZZKYM-S,Helfer Wohngruppe (m/w/d),PERSO PLANKONTOR Nord GmbH,Dinklage,Niedersachsen,43494,Other IT Roles,2026-03-17,bundesagentur
17724-QNGVENXP1JRRWZP6-S_43494,17724-QNGVENXP1JRRWZP6-S,Einkäufer (m/w/d) Luftfahrtbereich in Berne gesucht,hanfried Personaldienstleistungen GmbH,"Berne, Kreis Wesermarsch",Niedersachsen,43494,Other IT Roles,2026-03-17,bundesagentur
17724-JXNZQ64QM82I7TAX-S_43494,17724-JXNZQ64QM82I7TAX-S,Schadenregulierer (m/w/d) – Transport- & Verkehrshaftung,hanfried Personaldienstleistungen GmbH,Bremen,Bremen,43494,Other IT Roles,2026-03-17,bundesagentur
17724-BX6NI5PM34PKG9ED-S_43494,17724-BX6NI5PM34PKG9ED-S,Zerspanungsmechaniker (m/w/d) - Frästechnik,hanfried Personaldienstleistungen GmbH,Zeven,Niedersachsen,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002778994-S_43494,10001-1002778994-S,Ausbildung: Kauffrau/-mann für Groß- & Außenhandel (m/w/d),Hommel Pharma GmbH & Co.KG,Dülmen,Nordrhein-Westfalen,43494,Other IT Roles,2026-03-17,bundesagentur
10000-1205872597-S_43494,10000-1205872597-S,Berufsausbildung zum/zur medizinische/r Fachangestellte/r (m/w/d) - Praktikum möglich,"Gemeinschaftspraxis Dr. C. Leube, M. Lengsfeld, H. Kielisch, K. Schild",Duisburg,Nordrhein-Westfalen,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002780988-S_43494,10001-1002780988-S,Altenpfleger/in / Dienstplanbeauftragte/r,Querfurth Personalmanagement,Berlin,Berlin,43494,Other IT Roles,2026-03-17,bundesagentur
19395-0063563594-S_43494,19395-0063563594-S,Pflegefachkraft (m/w/d),Johanniter Seniorenhäuser GmbH Johanniterhaus Bad Doberan,Bad Doberan,Mecklenburg-Vorpommern,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002781100-S_43494,10001-1002781100-S,Monteure (m/w/d) / mit Gesellenbrief aus dem Handwerk für den Kabinenbau,PRO Personaldienstleistungen GmbH,Leer (Ostfriesland),Niedersachsen,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002781099-S_43494,10001-1002781099-S,Empfangs- und Vertriebsassistent (m/w/d),DIS AG Ulm,Laupheim,Baden-Württemberg,43494,Other IT Roles,2026-03-17,bundesagentur
10000-1205872564-S_43494,10000-1205872564-S,Industriemechaniker / Schlosser (m/w/d),STEINCO Paul vom Stein GmbH,Wermelskirchen,Nordrhein-Westfalen,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002781098-S_43494,10001-1002781098-S,Zur Verstärkung unserer Teams suchen wir ab sofort einen Berufskraftfahrer für Nahverkehr/Vollzeit,Spedition Schmitt GmbH,"Seligenstadt, Hessen",Hessen,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002781097-S_43494,10001-1002781097-S,"Krones AG, Sachbearbeiter (m/w/d) im Bereich LCS Maschinentechnik, in  Rosenheim, ab 25,51 Euro/Stun",Creativity Service GmbH,"Rosenheim, Oberbayern",Bayern,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002776696-S_43494,10001-1002776696-S,Obermonteur Elektrotechnik  (m/w/d),Griesemann Anlagentechnik GmbH & Co. KG,Kiel,Schleswig-Holstein,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002781096-S_43494,10001-1002781096-S,Pädagogische Leitung für die Kindertagesstätte St.Ambrosius (m/w/d),VERWALTUNGSGEM. SIGMARSZELL,Hergensweiler,Bayern,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002781095-S_43494,10001-1002781095-S,"CNC-Fräser (m/w/d) Späne, Präzision und echtes Handwerk",Expert Select GmbH,Stuttgart,Baden-Württemberg,43494,Other IT Roles,2026-03-17,bundesagentur
19395-0063564909-S_43494,19395-0063564909-S,Stellvertretende Pflegedienstleitung (m/w/d),Johanniter Seniorenhäuser GmbH Johanniterhaus Bad Doberan,Bad Doberan,Mecklenburg-Vorpommern,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002781067-S_43494,10001-1002781067-S,Altenpfleger/in - Medikamentenbeauftragte/r,Querfurth Personalmanagement,Berlin,Berlin,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002781093-S_43494,10001-1002781093-S,Medizinische Fachangestellte | MFA mit Röntgenschein m|w|d,m.c.s Personalberatung GmbH,Braunschweig,Niedersachsen,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002778308-S_43494,10001-1002778308-S,Sachbearbeiter Straßen- und Grünanlagenbau (m/w/d),Stadtverwaltung Mühlhausen z.Hd.d.Oberbürgermeisters,Mühlhausen/Thüringen,Thüringen,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002777452-S_43494,10001-1002777452-S,Bürokauffrau / Kaufmännische Mitarbeiterin (m/w/d) – Teilzeit (20 Std./Woche),BESSERT Anlagen & Fahrzeug- technik GmbH,Genthin,Sachsen-Anhalt,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002781092-S_43494,10001-1002781092-S,Disponent (w/m/d) im Bereich intermodale Transporte,AfA Agentur für Arbeitsvermittlung AG,Bremen,Bremen,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002781091-S_43494,10001-1002781091-S,Betriebselektriker  (m/w/d),GPM Gesellschaft für Personalmanagement mbH,"Ludwigsburg, Württemberg",Baden-Württemberg,43494,Other IT Roles,2026-03-17,bundesagentur
12952-2026_1501123-S_43494,12952-2026_1501123-S,"Pädagogische Fachkraft (m/w/d) – Ludwigshafen, Kita St. Gallus/Arche Noah, TZ, 28h, befristet",Bistum Speyer - Regionalverwaltung Ludwigshafen,Ludwigshafen am Rhein,Rheinland-Pfalz,43494,Other IT Roles,2026-03-17,bundesagentur
15914-N6P1EIRPJ8WSXQX5-S_43494,15914-N6P1EIRPJ8WSXQX5-S,Staplerfahrer (m/w/d) MIT ÜBERNAHME,Nextus HR GmbH,Nordenham,Niedersachsen,43494,Other IT Roles,2026-03-17,bundesagentur
10001-1002781090-S_43494,10001-1002781090-S,Krankenpflegehelfer/in - ambulante Pflege,Querfurth Personalmanagement,Dresden,Sachsen,43494,Other IT Roles,2026-03-17,bundesagentur
15005-b9a3e6c271d2ae89-S_43494,15005-b9a3e6c271d2ae89-S,Fertigungsmechaniker (m/w/d),Personal Service PSH Verden GmbH,Verden (Aller),Niedersachsen,43494,Other IT Roles,2026-03-17,bundesagentur
14087-KRKQA5L6H758YFJL-S_43494,14087-KRKQA5L6H758YFJL-S,Bediener für Schweißroboter (m/w/d) ,PERSO PLANKONTOR Nord GmbH,Dinklage,Niedersachsen,43494,Other IT Roles,2026-03-17,bundesagentur
12384-933632769-S_43494,12384-933632769-S,Schubmaststaplerfahrer (m/w/d),Actief Personalmanagement GmbH Gelnhausen,"Hammersbach, Hessen",Hessen,43494,Other IT Roles,2026-03-17,bundesagentur
20208-933632777-S_43494,20208-933632777-S,Associate Product Owner (m/w/d) Traineeprogramm Frankfurt,CHECK24 Services Personal GmbH,Frankfurt am Main,Hessen,43494,Other IT Roles,2026-03-17,bundesagentur
14087-1SU5N6BM5AX0GM1K-S_43494,14087-1SU5N6BM5AX0GM1K-S,Hefter (m/w/d) ,PERSO PLANKONTOR Nord GmbH,Garrel,Niedersachsen,43494,Other IT Roles,2026-03-17,bundesagentur
10000-1205872498-S_43434,10000-1205872498-S,Produktionsmitarbeiter (m/w/d),bindan GmbH & Co. KG,Mönchengladbach,Nordrhein-Westfalen,43434,Data Engineering / Databases,2026-03-17,bundesagentur
10001-1002781129-S_43434,10001-1002781129-S,Produktionshelfer (m/w/d),co Management Kempten,Altusried,Bayern,43434,Data Engineering / Databases,2026-03-17,bundesagentur
10000-1205871234-S_43434,10000-1205871234-S,Urlaubsretter (m/w/d) bei Mietrad Cuxhaven,Mietrad Cuxhaven GmbH,Cuxhaven,Niedersachsen,43434,Data Engineering / Databases,2026-03-17,bundesagentur
16986-JOB-115336-S_43434,16986-JOB-115336-S,Sozialpädagogische Fachkraft (w/m/d) in der schulischen Sozialarbeit,Regionales Landesamt f. Schule u. Bildung OS Osnabrück Land Niedersachsen,Stadland,Niedersachsen,43434,Data Engineering / Databases,2026-03-17,bundesagentur
10001-1002780070-S_43434,10001-1002780070-S,Mitarbeiter Abfertigung (m/w/d),Hermes Germany GmbH,"Graben, Lechfeld",Bayern,43434,Data Engineering / Databases,2026-03-17,bundesagentur
10001-1002781127-S_43434,10001-1002781127-S,Auszubildende zum Kaufmann / zur Kauffrau im Einzelhandel,Bittl Schuhe + Sport GmbH,München,Bayern,43434,Data Engineering / Databases,2026-03-17,bundesagentur
10001-1002781126-S_43434,10001-1002781126-S,Sachbearbeiter (m/w/d) Einkauf Ohne dich steht der Betrieb still,Expert Select GmbH,Bad Kreuznach,Rheinland-Pfalz,43434,Data Engineering / Databases,2026-03-17,bundesagentur
15330-j144S3722-9353-S_43434,15330-j144S3722-9353-S,Lkw-Fahrer/in (m/w/d) im Fernverkehr,KTV Speditionsgesellschaft mbH,Hemslingen,Niedersachsen,43434,Data Engineering / Databases,2026-03-17,bundesagentur
10000-1205872645-S_43434,10000-1205872645-S,Kauffrau/-mann Büromanagement w/m/d -öffentlicher Dienst,Stadt Lindau (B),Lindau (Bodensee),Bayern,43434,Data Engineering / Databases,2026-03-17,bundesagentur
14795-65725_116884-S_43434,14795-65725_116884-S,Gruppenleitung im Außendienst im Fachbereich Vermessung (m/w/d),BA Pankow von Berlin,Berlin,Berlin,43434,Data Engineering / Databases,2026-03-17,bundesagentur
10001-1002779055-S_43434,10001-1002779055-S,Werkstudenten (m/w/d) in der Finanzbuchhaltung,Springfix Befestigungstechnik GmbH,"Salach, Württemberg",Baden-Württemberg,43434,Data Engineering / Databases,2026-03-17,bundesagentur
10001-1002774760-S_43434,10001-1002774760-S,Sachbearbeiter Vertriebsinnendienst (w/m/d),Nur Die Germany GmbH,Rheine,Nordrhein-Westfalen,43434,Data Engineering / Databases,2026-03-17,bundesagentur
19983-0063575689-S_43434,19983-0063575689-S,Kraftfahrer (m/w/x) Abrollkipper/ Absetzkipper,Knettenbrech + Gurdulic Service GmbH & Co. KG,Stadtallendorf,Hessen,43434,Data Engineering / Databases,2026-03-17,bundesagentur
10001-1002774859-S_43434,10001-1002774859-S,Sachbearbeiter/in Vertragswesen  (m/w/d),Landeshauptstadt Magdeburg Eigenbetrieb Kommunales Gebäudemanagement,Magdeburg,Sachsen-Anhalt,43434,Data Engineering / Databases,2026-03-17,bundesagentur
10000-1205868129-S_43434,10000-1205868129-S,Handwerklich geschickt?,Werner Landwehr Inh Thomas Oberthuer Flachglas Ch Glas und Spiegel,Belm,Niedersachsen,43434,Data Engineering / Databases,2026-03-17,bundesagentur
